,ID,VALUE_PER_UNIT,YEAR_INDEX,LONGITUDE,LATITUDE,PROVINCE_NB,PROVINCE_NL,PROVINCE_NS,PROVINCE_ON,PROVINCE_PE,PROVINCE_QC,SOIL_TEXTURE_CLAY_LOAM,SOIL_TEXTURE_GRAVELLY_LOAM,SOIL_TEXTURE_HEAVY_CLAY,SOIL_TEXTURE_LIGHT_LOAM,SOIL_TEXTURE_LOAM,SOIL_TEXTURE_MUCK,SOIL_TEXTURE_SANDY,SOIL_TEXTURE_SANDY_CLAY,SOIL_TEXTURE_SANDY_LOAM,SOIL_TEXTURE_SILT,SOIL_TEXTURE_SILTY_LOAM,SOIL_TEXTURE_SILT_CLAY,TILE_DRAINAGE_yes,IRRIGATION_OTHER,IRRIGATION_PIVOT
12201,12202,1.3593255017470336,5,-64.347178,46.721858000000005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12205,12206,3.6782000000000004,4,-73.380236,46.061509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12210,12211,3.4038736205354274,6,-81.66039,42.503237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12212,12213,2.0465249600925164,3,-82.31301500000001,42.708414000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12214,12215,1.3894723316348971,5,-77.541332,43.972125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12225,12226,2.747068097240824,6,-82.193794,42.201345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12227,12228,0.6894234048126202,5,-101.009427,52.401843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12229,12230,2.6860331219760507,3,-81.70964000000001,42.55612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12250,12251,0.20287333883554162,4,-101.063233,50.111629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12252,12253,4.2981472054877115,4,-82.07222,42.48731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
12253,12254,0.4042640466929916,5,-100.813592,50.347434,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12256,12257,2.545924494546389,5,-79.918552,44.448831,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12257,12258,0.4702411252180703,6,-101.41217900000001,49.72853,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12260,12261,1.9640000000000002,6,-72.461292,46.303224,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12267,12268,4.037451258506596,4,-80.955663,43.447218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12271,12272,0.9758,4,-71.813374,45.6796,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12275,12276,2.5390055499819613,5,-81.53791,44.014268,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12280,12281,1.8688563478845328,5,-82.03631999999999,42.5291,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12282,12283,0.7635549537172029,5,-100.257196,49.381156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12284,12285,2.600534735572765,6,-82.837858,42.276387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12285,12286,0.6617476265549093,5,-101.009427,52.401843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12296,12297,2.270155132621341,5,-74.718876,45.396460999999995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12305,12306,0.9377640936429725,4,-97.656313,49.9809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12309,12310,1.2874178993095882,4,-79.526291,44.46949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12312,12313,1.556762526996239,5,-82.10436999999999,42.310829999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12317,12318,3.3450625917377916,5,-75.061255,45.267004,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12325,12326,3.37496231646264,6,-81.665025,42.501622999999995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12327,12328,1.6452261753557078,3,-82.33234300000001,42.287155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12329,12330,1.452978358529823,5,-77.547898,43.981821999999994,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12333,12334,3.7891000000000004,4,-73.976428,45.093449,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12334,12335,1.3966383813623402,4,-82.342118,42.236633000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12339,12340,2.8236000000000003,3,-72.254515,46.382076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12354,12355,4.3475682380907665,5,-78.48808000000001,44.05148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12358,12359,1.4789,3,-71.93762199999999,46.581562,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12367,12368,2.610171836930361,5,-80.26304499999999,42.904301000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12374,12375,0.48852690728120074,6,-101.412071,49.750468,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12375,12376,3.6902685044701324,4,-82.297423,43.021896000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12377,12378,3.1305753102405323,5,-81.350563,44.184974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12391,12392,2.0892741532941588,3,-82.490326,42.083597999999995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12396,12397,2.9823122124313666,5,-81.644554,43.252047999999995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12398,12399,1.7462921870289558,5,-81.298828,44.440828,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12402,12403,0.6894234048126202,5,-101.009427,52.401843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12405,12406,5.122984239632703,4,-81.050588,43.603444,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12406,12407,1.4724996664080299,4,-97.377415,49.269887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12418,12419,0.4546,2,-71.50375,45.244388,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12432,12433,0.4539321844590621,5,-100.813556,50.354681,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12438,12439,3.074976648562095,5,-82.066571,42.762894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12440,12441,2.968474323302511,5,-79.92577299999999,42.974323,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12444,12445,2.905709611896631,6,-81.531343,42.697639,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12448,12449,1.4425999416831816,5,-77.555194,43.972712,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12450,12451,3.246961842020727,6,-79.542633,44.615805,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12452,12453,2.170077541600154,4,-82.0814,42.76144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12463,12464,1.7781687530579264,6,-80.70389300000001,43.883047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12466,12467,1.6368245998131885,4,-80.05457,42.9099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12470,12471,2.94030433471877,5,-97.870644,49.115054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12474,12475,0.5732839781954404,5,-75.896108,44.582719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12477,12478,4.9352,4,-73.081492,45.790493,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12479,12480,3.154544511053014,5,-79.310002,43.091425,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12493,12494,5.897906030848609,5,-80.91975699999999,43.073308000000004,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12507,12508,1.3242365685988644,6,-81.217461,44.828254,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12510,12511,1.7018132576862062,3,-82.12734,42.26822,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12511,12512,0.6834,4,-72.33502,46.72038,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12524,12525,2.7075312711583797,5,-97.870644,49.115054,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12532,12533,4.778700000000001,4,-73.081492,45.790493,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12543,12544,3.5692000000000004,6,-73.817718,45.917158,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12545,12546,0.2982559317594382,4,-101.077676,49.107172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12546,12547,0.2589662108400093,5,-100.641912,50.679322,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12548,12549,1.0291930039586248,5,-77.888088,44.305209000000005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12550,12551,2.3610898326109626,6,-82.960068,42.039744,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12552,12553,3.1157490004596156,6,-82.35758,42.86724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12554,12555,3.685326401209827,5,-82.032777,42.533322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12563,12564,1.400097853644554,5,-77.551546,43.979877,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12572,12573,0.48926822277024656,5,-65.594735,45.776527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12594,12595,5.1328000000000005,5,-73.309793,45.264557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12596,12597,3.9937136446528916,3,-81.11548499999999,43.776534000000005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12599,12600,2.0292275986814468,5,-80.96043399999999,44.181631,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12601,12602,0.2930667233361174,4,-101.077676,49.107172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12602,12603,0.9577796118472099,6,-66.905082,46.013147,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12604,12605,3.6490019422465814,4,-80.972607,43.51882,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12606,12607,3.3680433718982123,5,-82.18624,42.47423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12611,12612,3.805666615598266,3,-82.29871999999999,42.49608,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12613,12614,5.117053715720337,5,-81.044984,43.356639,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12639,12640,0.5735310833584557,5,-75.898533,44.583285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12640,12641,2.9622966942271294,5,-82.09921,42.83124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12655,12656,0.705485240408613,5,-99.728848,50.317934,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12657,12658,2.0764246848173644,3,-82.898663,42.155671999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12666,12667,0.25847200051397873,6,-63.765423999999996,45.779892,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12671,12672,1.4521000000000002,4,-71.752883,48.437895000000005,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12677,12678,2.4730284714568826,5,-80.67267199999999,42.785827000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12682,12683,1.5360056933029558,5,-64.784231,45.074657,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12691,12692,1.2508463351833272,5,-81.211324,44.821413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12697,12698,3.4861596398195145,3,-75.04061899999999,45.138313000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12701,12702,4.2538,6,-73.777372,45.755533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12708,12709,0.44182403147131355,5,-100.73118000000001,49.941977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12725,12726,0.3935,4,-71.462335,45.464931,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12728,12729,3.5419,5,-73.157229,45.28584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12767,12768,0.3073,4,-68.45933000000001,48.464166999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12772,12773,0.7136397107881172,5,-99.775085,50.325164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12774,12775,0.5703187162392571,4,-100.43831800000001,49.047416999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12781,12782,0.24586963720019966,6,-63.773607999999996,45.782272,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12786,12787,2.7455000000000003,5,-73.94105,45.365790000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12792,12793,2.373939301087757,5,-74.681926,45.139127,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12793,12794,4.813361470374562,5,-80.753753,43.71204,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12796,12797,1.5115422821644435,5,-64.784124,45.077065999999995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12806,12807,0.5545039858062795,5,-101.15020600000001,52.241807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12820,12821,1.5481138462907045,3,-79.214301,44.578055,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12830,12831,3.0505132374235826,6,-80.20806800000001,42.95881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12836,12837,0.6876936686715133,5,-100.445048,50.000913,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12849,12850,2.9138,5,-73.94105,45.365790000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12853,12854,0.7339023341553699,4,-97.00455500000001,49.048468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12854,12855,0.49173927440039933,6,-98.808104,49.831507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12858,12859,1.5723301522662014,6,-81.696246,42.510134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12865,12866,1.3335000000000001,5,-72.51284799999999,46.519837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12869,12870,0.5606816148816613,5,-101.15020600000001,52.241807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12877,12878,1.3577000000000001,2,-69.865995,47.566059,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12887,12888,5.091107673603732,4,-78.74108199999999,44.18902,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12892,12893,1.267649486268366,5,-97.39610400000001,49.56547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12898,12899,0.7020257681263993,5,-99.728993,50.339932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12907,12908,2.4893374122158907,4,-79.785697,44.227672999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12909,12910,2.736442575231167,5,-79.858203,44.627939000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12910,12911,2.8308,5,-73.94105,45.365790000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12912,12913,1.7937363783278888,4,-78.797203,44.332569,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12914,12915,0.8016091488215554,4,-97.00455500000001,49.048468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12915,12916,2.061598375036448,3,-74.63710999999999,45.46038,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12919,12920,0.8473236039793816,5,-64.788415,45.080294,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12933,12934,1.703542993827313,3,-82.273522,42.768861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12935,12936,1.2955723696890924,5,-63.874512,46.240415000000006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12948,12949,1.3395570887058115,5,-97.419878,49.528376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12964,12965,2.9044740860815548,4,-82.599887,42.053163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12967,12968,3.9532000000000003,4,-73.455985,45.205687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12973,12974,3.7964,4,-73.154531,45.793895,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12978,12979,3.0621271800853007,5,-80.171124,43.108668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12996,12997,0.47073533554410085,6,-97.620306,50.990653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13002,13003,2.723346001591357,5,-79.993703,44.437376,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13005,13006,1.3291786718591698,5,-63.444686,46.207174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13020,13021,1.3929,4,-70.479045,46.212839,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13026,13027,2.0816138932406854,5,-75.28681800000001,44.899842,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13029,13030,3.1127837385034325,3,-82.87979200000001,42.020140000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13045,13046,0.633824743134183,5,-96.526647,50.080337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13050,13051,0.5263339972225379,5,-101.150225,52.234567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13060,13061,3.9421000000000004,3,-73.408412,45.369158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13061,13062,4.421699786995349,6,-79.92093299999999,43.9884,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13089,13090,0.7487286439362864,6,-76.266286,45.544506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13099,13100,1.6284230242706692,5,-96.933976,49.469204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13100,13101,0.36010000000000003,5,-69.04245,48.079314000000004,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13101,13102,0.5574692477624628,5,-101.150225,52.234567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13102,13103,0.8344741355025872,6,-96.730085,49.417826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13105,13106,2.6064652594851316,4,-81.764739,42.758672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13107,13108,1.4097349550021498,5,-62.901439,46.088015000000006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13111,13112,5.430383062423706,4,-80.91167,43.363323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13122,13123,3.0284,3,-74.16113399999999,45.180978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13125,13126,0.7032612939414756,6,-65.056455,45.02179,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13126,13127,2.35441799320955,5,-81.765532,42.738155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13127,13128,4.370796123414203,6,-81.29352800000001,42.853253,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13132,13133,2.356889044839703,5,-97.916765,49.212958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13137,13138,2.0682702144378604,3,-79.534704,42.893227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13138,13139,0.6325892173191067,6,-63.35736,45.357151,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13146,13147,1.3971325916883708,5,-97.51314599999999,49.078588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13156,13157,0.5122490029306672,4,-64.316631,46.654364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13177,13178,2.029968914170493,5,-77.731018,44.040959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13180,13181,1.1931,3,-73.06139,46.189396,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13185,13186,0.6770681466618563,6,-65.048674,45.024541,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13188,13189,2.691222330399371,3,-82.19718,42.95604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13192,13193,1.3531478726716517,5,-97.001819,49.31435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13205,13206,3.6193,4,-72.99821999999999,45.823413,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13209,13210,5.20106947114553,4,-80.674968,43.785166,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13213,13214,0.7212999708415908,5,-99.631387,50.089351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13214,13215,6.189243018043619,3,-80.56415799999999,43.724743,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13223,13224,4.641623382078945,4,-81.669236,43.046114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13231,13232,3.4708,4,-73.287563,45.282375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13232,13233,1.5688706799839875,5,-77.731018,44.040959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13234,13235,5.165100000000001,5,-74.039415,45.262235,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13235,13236,0.38078905620654036,5,-97.620225,51.115777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13244,13245,1.7832000000000001,3,-72.812524,46.277494,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13245,13246,0.6518634200342982,6,-65.062409,45.030505,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13246,13247,2.688998383932234,5,-75.36794,45.045840000000005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13252,13253,4.273189584023169,5,-80.999923,43.029592,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13254,13255,1.3378273525647044,5,-97.001819,49.31435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13255,13256,4.280602738913627,3,-80.897009,43.60453,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13257,13258,4.566,5,-73.506291,45.921436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13258,13259,0.6017010719421971,6,-63.352189,45.361471,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13267,13268,1.548,5,-71.959591,45.871604999999995,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13270,13271,1.2800047444191298,5,-97.032023,49.668661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13277,13278,0.3550901192529517,5,-100.20630600000001,51.809849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13281,13282,5.7483,6,-73.22418499999999,45.969186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13286,13287,1.3978739071774167,5,-62.899936,46.07842,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13291,13292,1.2661668552902745,4,-82.361672,42.176854999999996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13310,13311,3.1864210770819845,5,-81.811452,43.214009000000004,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13312,13313,3.17357160860519,2,-81.38513,43.81657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13322,13323,2.772272823868382,5,-80.818125,42.662634000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13332,13333,0.7329139135033087,5,-99.620148,50.089347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13334,13335,0.9773009197254168,6,-96.872721,49.675511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
